,sentiment,content
2111,sadness,bored everyone social life except me babysitting brother tonight til dunno ill allowed
2112,sadness,kirstiealley reply gorgeous hot pink shoe then
2113,sadness,back leg kill yesterday big old leak kitchen look like staying pjs day infront tv
2114,happiness,paulawhite yep looking forward it
2115,happiness,gretchenrubin love this body tell u much sleep need always good mindful mealtime
2116,happiness,jfb good morning
2117,sadness,mialotta u feel shit nerve tripped plastic telescope yesty fell wall head still hurt
2118,sadness,oh today jay lenos last show miss u mr leno
2119,sadness,awww sunthings wrong w ubertwitter last nite
2120,happiness,get early feel good day walk work feeling alright guess what work today
2121,sadness,mowing hate lawn
2122,happiness,afrykah heyyy girl havent tweeted u week hope well
2123,sadness,eoghancasey oh no wish could lay sun garden lol
2124,sadness,wish bank holiday could radio afternoon least another week come idea
2125,sadness,oh no poor bear nightmare wrestled huge snake
2126,happiness,know saying fuck it i m horny hell
2127,happiness,humm adore mark hoppusday so going throw hoppusday nice hoppusday people
2128,sadness,back salvador wish sao paulo see second concert
2129,sadness,puzzled people s mood swing make somewhat sad can t pinpoint feel
2130,sadness,nikkibenz hope so recorded pit wa game find didnt record lucky leaf woulda lost
2131,sadness,kingsrockandrol bit zoe co bed soon miss gorgeous weather today x
2132,sadness,morgret probably not kinda expensive work people weekend work
2133,sadness,mpellegrini hurt you sunshine weekend get play that s sad
2134,sadness,robertpound groom think die old maid lol
2135,happiness,amost
2136,sadness,god piss always enter comp amp never win i sore loser
2137,sadness,zee can t gravity let me
2138,sadness,faulko watchign garden window far hot
2139,happiness,wake x x tired moment listing music make happy let wake
2140,sadness,tessonfire feel almost empty inside today good feeling
2141,happiness,shanterowlandd wonderful mommy world doing
2142,sadness,front tv wats score inning
2143,happiness,also twitter follow u know latest
2144,sadness,oh beautiful morning brekky bed
2145,sadness,erickadiaz get go coffee fun hate too
2146,sadness,pilarlovesyou love you leave me
2147,happiness,reading maltese sunday newspaper coffee aaaah glorious sunday
2148,happiness,yay good way end night
2149,sadness,lmao come mad reply im like damn im missed damn follow friday lmao im still important missed
2150,happiness,sometimes long weekend need good conversation thanks bro
2151,sadness,think good stood up
2152,sadness,awww poor holly
2153,happiness,wheelchair fitting today mall buzzing amp home depot quot homebound quot got real old goal taxi yellow electric red
2154,sadness,phxphoto kidding there ugh one thing know sure showing property weekend
2155,sadness,shopping sam s club baton rouge mom brought step dad charity hospital cant go home yet plan
2156,happiness,m nigeria oh yeah know met taking trash hhaha
2157,happiness,senior ball hella fun good night
2158,happiness,maaaan way nice outside working
2159,happiness,tanahuffman mmmm macrina bakery
2160,sadness,smileyquanta oh good wanting watch movie nooobody would watch w me
2161,sadness,saw dooope bmw series parked top back to bad raining
2162,happiness,swimming party brother tonight awesome time since sissy cold water i loved today
2163,sadness,guess go back scrape oven now blerg
2164,happiness,coffee gym studio story of my life these day grateful
2165,happiness,and accumulating money again use fancy finance app thinking getting another cd ira saving house crazy
2166,happiness,kirstynsmith spent hour sitting sun picnic lunch ice cream win bbq today
2167,sadness,dezurita nooo real mushroom neighbor uprooted
2168,happiness,got home hour track feel real good p running nice ab work push ups haha p
2169,sadness,turnitgrey computer broken broke laptop use phone ahh still cause fucked order
2170,happiness,oooh apple trending topic again xd yay apple
2171,happiness,havin friend hangin christian tonight gonna roast marshmellows chocolate cramcrackers
2172,sadness,figure start raining freed work
2173,happiness,finished melzer s zombie chronicle day ago bittersweet need something new gym
2174,happiness,therealingrosso nto milk deffo
2175,happiness,last week hit guinea pig picture webshots even promote them way go
2176,sadness,epic war mt longer blue
2177,sadness,king reeeally wish could n while what s goin lately
2178,happiness,spootychild omfg downing tasty ate almost lo
2179,happiness,therealseeon birthday sex great song man something different it that s ppl want
2180,happiness,babygirlparis ur pic nice look cute oh
2181,sadness,im hungry nothing eat
2182,sadness,miss baby
2183,sadness,miss baby day
2184,sadness,chuybe left first left bed look
2185,sadness,woke up laura s last full day last night watched embarrassing home movie
2186,sadness,ugh still sick calgary cold lasted forever
2187,happiness,taco bell tramp yesssssir
2188,happiness,gonna get sunshine
2189,sadness,kevinpollak forgive missed you
2190,happiness,fatdaddysweets yay busy good
2191,happiness,http twitpic com wta pretty damn good friday night
2192,sadness,epiphanygirl upset get ticket time fav artist one venue
2193,sadness,everyone left gone bed
2194,sadness,supergirlnancy sorry code posted site
2195,happiness,rain rain rain go away come back next week gone via gigglingmarlin raining lie crazy key
2196,sadness,senior video mustang update gonna cry
2197,sadness,miss city leave priciness pollution panhandler
2198,sadness,brighter note still work friday working people problem oh man eating pizza tonight hoorah
2199,sadness,two page assignment weekend go chance relaxation
2200,sadness,mpvt another david hughes list hurt davidahughes ftw
2201,happiness,almost done first day spa i missed place headed fort collins close casa de kent
2202,sadness,queenbmakeup can t add myspace girly asks last name email
2203,sadness,late last night oracle
2204,happiness,lexymez thanks much alex best wish day
2205,sadness,donniewahlberg feeling inspired today i suppose b ham concert tonight
2206,happiness,school arrange design blog friend think look good http xoxoeternity blogg no
2207,happiness,oakmonster hear ya
2208,happiness,gilamuffin sound like good time nice you see him played rio aladdin seen live time
2209,sadness,miss baltigirl gone whoolllleeee weekend boo hoo
2210,happiness,happy mother day mommy
2211,happiness,ocell great hear saw slumdog millionaire yes that s bollywood thing end
2212,sadness,dont mind long line there super cutie front me bad wearing gay bracelet girl name
2213,sadness,askegg sorry andrew wish something could do
2214,happiness,rupert grint dog thingy adorable golden retriever would awesome husky too x
2215,sadness,amillerwvu going mad got sent office sub class really bad that hear sorry
2216,sadness,sf felt way intense tonight hope keep up upset hanging fascinated pearl
2217,happiness,discostarchild hahaha n u
2218,sadness,big sugar yet another s bandwagon late get on next s amp d bnl reunite kind like odds
2219,sadness,andremichelle mr tonematrix birthday today poor guy ill home perhaps hi twittersphere would good
2220,sadness,hmmm realized i bday cake birthday boo hoo
2221,sadness,champion yeah neither huntsville would quit job one job there
2222,happiness,like smell roast oven mmmmmm must dip sakatas tide till roast cooked
2223,happiness,happy star war day may th brilliant
2224,sadness,kateisbored feel way guess matter always meme
2225,sadness,editing video van little hungry depressed see yet
2226,sadness,last day ko olina north shoreee
2227,happiness,thanks feedback everyone
2228,happiness,watching supernatural exciting
2229,happiness,darealsunisakim there s ding tai fung sydney aswell making want dumpling
2230,sadness,jferlee see last night oh well watch theater that s must
2231,sadness,tahninial called cheeseburglar made sad
2232,sadness,watching army wife always make cry
2233,happiness,brianiwama amen brotha
2234,happiness,dayv haha playing
2235,happiness,stephanie hall gutted wasn t lmao think obsessed him bahaha
2236,sadness,wita still think unfair infamous pc
2237,sadness,got attic w sadie art work included good time broke head phone bad time still happy buy attic
2238,sadness,shower time
2239,happiness,corrina bitch miss you
2240,happiness,thequietone went well andrea
2241,sadness,really annoyed work appear blocked facebook now
2242,happiness,marcooth great obviously check twitter often know important stuff thats going
2243,sadness,pool today stupid weather
2244,sadness,really sick tired body s resisting rest
2245,sadness,going bed pain fell shoulder today good night
2246,happiness,i dulay swear took hour get bel air alabang yes loved reminiscing hk trip amp cdeocampo
2247,sadness,traceyhewins tired may go bed trouble miss american evening friend x
2248,sadness,minute never class again kinda sad cause class fun
2249,sadness,chrisdjmoyles justice left dj talent voted n
2250,happiness,zapatos trashcan nacho epic night
2251,sadness,can t find trusty hair tie hair spill place run mom s band work me normal one hurt
2252,sadness,changed hairstyle but good supposed n wealth much money hate hairdresser
2253,happiness,mnny iye neh kurang tidur kayaknya pulang pagian deh hari ini tidur langsung haha thanks
2254,sadness,gah buddy k must hang person right miss him along parker mcphee
2255,sadness,boring sunny monday school tired lazy hungry yeah great mood
2256,happiness,please check www mysweetebony com lmk think first paysite post site too
2257,happiness,new slipper piggy cute warm
2258,sadness,abbyro good good sched sadly
